item,organization_id,onhand_qty,reserved_qty,available_qty,subinventory_code,locator_code,serial_number,last_update_date,,Process_Area,Root_Cause_Tag,Context_Summary,SLA_Flag
ITEM-00189,101,360,0,360,QA,A05-B04-C02,,9/15/2025,0,,,ITEM ITEM-00189 has 360 units in WH QA . Available: 360; Reserved: 0.,
ITEM-00034,103,52,4,48,QA,A05-B03-C02,SNBOFHFDV4,9/6/2025,0,,,ITEM ITEM-00034 has 52 units in WH QA . Available: 48; Reserved: 4.,
ITEM-00034,103,59,12,47,STAGING,A05-B05-C01,,9/7/2025,0,,,ITEM ITEM-00034 has 59 units in WH STAGING . Available: 47; Reserved: 12.,
ITEM-00149,301,56,9,47,RM,A05-B02-C02,SN01CBZXTG,9/24/2025,0,,,ITEM ITEM-00149 has 56 units in WH RM . Available: 47; Reserved: 9.,
ITEM-00108,103,53,6,47,RM,A02-B02-C01,SNOW3CYUJN,10/5/2025,0,,,ITEM ITEM-00108 has 53 units in WH RM . Available: 47; Reserved: 6.,
ITEM-00119,102,51,4,47,WIP,A01-B01-C02,SNGCQW35JG,10/4/2025,0,,,ITEM ITEM-00119 has 51 units in WH WIP . Available: 47; Reserved: 4.,
ITEM-00220,201,50,3,47,FG,A05-B03-C01,SN11YPPDMI,9/15/2025,0,,,ITEM ITEM-00220 has 50 units in WH FG . Available: 47; Reserved: 3.,
ITEM-00020,201,49,2,47,FG,A04-B04-C02,,10/8/2025,0,,,ITEM ITEM-00020 has 49 units in WH FG . Available: 47; Reserved: 2.,
ITEM-00136,301,57,11,46,QA,A05-B05-C01,,10/4/2025,0,,,ITEM ITEM-00136 has 57 units in WH QA . Available: 46; Reserved: 11.,
ITEM-00123,201,57,11,46,RM,A05-B01-C01,,9/19/2025,0,,,ITEM ITEM-00123 has 57 units in WH RM . Available: 46; Reserved: 11.,
ITEM-00170,301,56,10,46,STAGING,A01-B01-C01,SNQTREN5JW,9/16/2025,0,,,ITEM ITEM-00170 has 56 units in WH STAGING . Available: 46; Reserved: 10.,
ITEM-00281,103,54,8,46,WIP,A02-B05-C01,,10/16/2025,0,,,ITEM ITEM-00281 has 54 units in WH WIP . Available: 46; Reserved: 8.,
ITEM-00014,201,52,6,46,FG,A05-B01-C01,,9/6/2025,0,,,ITEM ITEM-00014 has 52 units in WH FG . Available: 46; Reserved: 6.,
ITEM-00263,201,57,12,45,RM,A03-B03-C02,SN6RN23RBP,10/16/2025,0,,,ITEM ITEM-00263 has 57 units in WH RM . Available: 45; Reserved: 12.,
ITEM-00085,201,54,9,45,STAGING,A03-B03-C02,SNWSHGTBVO,9/13/2025,0,,,ITEM ITEM-00085 has 54 units in WH STAGING . Available: 45; Reserved: 9.,
ITEM-00274,301,54,9,45,WIP,A01-B02-C02,,9/7/2025,0,,,ITEM ITEM-00274 has 54 units in WH WIP . Available: 45; Reserved: 9.,
ITEM-00006,101,46,1,45,RM,A03-B03-C02,,9/6/2025,0,,,ITEM ITEM-00006 has 46 units in WH RM . Available: 45; Reserved: 1.,
ITEM-00013,102,46,1,45,QA,A05-B02-C02,,9/16/2025,0,,,ITEM ITEM-00013 has 46 units in WH QA . Available: 45; Reserved: 1.,
ITEM-00187,301,54,10,44,RM,A05-B05-C01,SNH2Z4NQL0,9/23/2025,0,,,ITEM ITEM-00187 has 54 units in WH RM . Available: 44; Reserved: 10.,
ITEM-00081,101,53,9,44,WIP,A03-B03-C02,,10/14/2025,0,,,ITEM ITEM-00081 has 53 units in WH WIP . Available: 44; Reserved: 9.,
ITEM-00144,101,46,2,44,FG,A04-B02-C01,,9/27/2025,0,,,ITEM ITEM-00144 has 46 units in WH FG . Available: 44; Reserved: 2.,
ITEM-00174,201,48,4,44,STAGING,A02-B01-C02,,10/6/2025,0,,,ITEM ITEM-00174 has 48 units in WH STAGING . Available: 44; Reserved: 4.,
ITEM-00274,102,48,4,44,RM,A02-B01-C01,,9/6/2025,0,,,ITEM ITEM-00274 has 48 units in WH RM . Available: 44; Reserved: 4.,
ITEM-00049,102,47,3,44,FG,A02-B01-C01,SNQPR6KYR5,9/29/2025,0,,,ITEM ITEM-00049 has 47 units in WH FG . Available: 44; Reserved: 3.,
ITEM-00181,103,45,1,44,STAGING,A04-B01-C02,SNNZK8UOY0,9/3/2025,0,,,ITEM ITEM-00181 has 45 units in WH STAGING . Available: 44; Reserved: 1.,
ITEM-00197,201,44,0,44,QA,A05-B02-C02,SNWQHG9CIS,10/18/2025,0,,,ITEM ITEM-00197 has 44 units in WH QA . Available: 44; Reserved: 0.,
ITEM-00070,301,56,13,43,WIP,A05-B02-C01,,10/13/2025,0,,,ITEM ITEM-00070 has 56 units in WH WIP . Available: 43; Reserved: 13.,
ITEM-00280,201,48,5,43,RM,A03-B05-C01,SNNTUOU3GK,9/13/2025,0,,,ITEM ITEM-00280 has 48 units in WH RM . Available: 43; Reserved: 5.,
ITEM-00270,101,47,4,43,QA,A01-B02-C02,SNTXFLJKR9,9/6/2025,0,,,ITEM ITEM-00270 has 47 units in WH QA . Available: 43; Reserved: 4.,
ITEM-00197,301,53,11,42,RM,A05-B02-C02,SN7KSQAF8Y,9/30/2025,0,,,ITEM ITEM-00197 has 53 units in WH RM . Available: 42; Reserved: 11.,
ITEM-00185,301,49,7,42,WIP,A02-B03-C01,SNIR528SN7,10/8/2025,0,,,ITEM ITEM-00185 has 49 units in WH WIP . Available: 42; Reserved: 7.,
ITEM-00290,201,49,7,42,RM,A01-B01-C01,,9/23/2025,0,,,ITEM ITEM-00290 has 49 units in WH RM . Available: 42; Reserved: 7.,
ITEM-00223,101,52,10,42,WIP,A03-B02-C01,SNFXPWSE7U,9/22/2025,0,,,ITEM ITEM-00223 has 52 units in WH WIP . Available: 42; Reserved: 10.,
ITEM-00065,102,50,9,41,RM,A03-B04-C02,,9/29/2025,0,,,ITEM ITEM-00065 has 50 units in WH RM . Available: 41; Reserved: 9.,
ITEM-00003,301,49,8,41,WIP,A03-B05-C01,,9/17/2025,0,,,ITEM ITEM-00003 has 49 units in WH WIP . Available: 41; Reserved: 8.,
ITEM-00097,201,47,6,41,QA,A03-B03-C02,,9/8/2025,0,,,ITEM ITEM-00097 has 47 units in WH QA . Available: 41; Reserved: 6.,
ITEM-00186,201,47,6,41,WIP,A03-B02-C02,SNZFMG0PJW,10/4/2025,0,,,ITEM ITEM-00186 has 47 units in WH WIP . Available: 41; Reserved: 6.,
ITEM-00294,201,46,5,41,FG,A04-B03-C01,,10/14/2025,0,,,ITEM ITEM-00294 has 46 units in WH FG . Available: 41; Reserved: 5.,
ITEM-00165,102,45,4,41,RM,A03-B05-C02,SNF4J03M2M,10/15/2025,0,,,ITEM ITEM-00165 has 45 units in WH RM . Available: 41; Reserved: 4.,
ITEM-00204,201,45,4,41,WIP,A03-B05-C02,SNATGCM7SP,10/11/2025,0,,,ITEM ITEM-00204 has 45 units in WH WIP . Available: 41; Reserved: 4.,
ITEM-00199,301,51,11,40,STAGING,A03-B05-C02,SNDG5R50OZ,10/18/2025,0,,,ITEM ITEM-00199 has 51 units in WH STAGING . Available: 40; Reserved: 11.,
ITEM-00104,102,47,7,40,WIP,A04-B04-C01,,9/11/2025,0,,,ITEM ITEM-00104 has 47 units in WH WIP . Available: 40; Reserved: 7.,
ITEM-00050,301,46,6,40,WIP,A01-B05-C01,SN2RATO4DC,9/10/2025,0,,,ITEM ITEM-00050 has 46 units in WH WIP . Available: 40; Reserved: 6.,
ITEM-00194,103,46,6,40,STAGING,A01-B02-C01,SNYAHRKCZ9,10/8/2025,0,,,ITEM ITEM-00194 has 46 units in WH STAGING . Available: 40; Reserved: 6.,
ITEM-00077,101,45,5,40,RM,A05-B05-C02,SNV5W213W5,10/11/2025,0,,,ITEM ITEM-00077 has 45 units in WH RM . Available: 40; Reserved: 5.,
ITEM-00279,102,40,0,40,QA,A03-B01-C01,SNLC1LHM0N,10/12/2025,0,,,ITEM ITEM-00279 has 40 units in WH QA . Available: 40; Reserved: 0.,
ITEM-00132,102,48,9,39,QA,A01-B03-C01,SNJXF93HI7,10/5/2025,0,,,ITEM ITEM-00132 has 48 units in WH QA . Available: 39; Reserved: 9.,
ITEM-00092,101,48,9,39,RM,A01-B02-C02,SN3VK0W6S0,9/9/2025,0,,,ITEM ITEM-00092 has 48 units in WH RM . Available: 39; Reserved: 9.,
ITEM-00116,201,45,6,39,STAGING,A03-B05-C02,,10/12/2025,0,,,ITEM ITEM-00116 has 45 units in WH STAGING . Available: 39; Reserved: 6.,
ITEM-00022,301,44,5,39,STAGING,A01-B02-C01,SN9RKLSQQB,9/19/2025,0,,,ITEM ITEM-00022 has 44 units in WH STAGING . Available: 39; Reserved: 5.,
ITEM-00193,201,44,5,39,STAGING,A01-B02-C01,,9/6/2025,0,,,ITEM ITEM-00193 has 44 units in WH STAGING . Available: 39; Reserved: 5.,
ITEM-00159,301,43,4,39,WIP,A04-B03-C01,SNZJMGUTE4,10/4/2025,0,,,ITEM ITEM-00159 has 43 units in WH WIP . Available: 39; Reserved: 4.,
ITEM-00253,103,41,2,39,STAGING,A05-B02-C02,SNTPC2RZ59,10/9/2025,0,,,ITEM ITEM-00253 has 41 units in WH STAGING . Available: 39; Reserved: 2.,
ITEM-00285,103,41,2,39,WIP,A04-B04-C02,SN6M1U0M4R,10/5/2025,0,,,ITEM ITEM-00285 has 41 units in WH WIP . Available: 39; Reserved: 2.,
ITEM-00215,103,40,1,39,RM,A05-B05-C02,SN0TYF4T09,10/2/2025,0,,,ITEM ITEM-00215 has 40 units in WH RM . Available: 39; Reserved: 1.,
ITEM-00180,103,45,7,38,FG,A01-B01-C02,SNM0N1XNVW,9/14/2025,0,,,ITEM ITEM-00180 has 45 units in WH FG . Available: 38; Reserved: 7.,
ITEM-00230,101,38,0,38,RM,A02-B04-C01,SN5NJBXIHV,10/9/2025,0,,,ITEM ITEM-00230 has 38 units in WH RM . Available: 38; Reserved: 0.,
ITEM-00201,102,42,4,38,STAGING,A03-B05-C01,,9/22/2025,0,,,ITEM ITEM-00201 has 42 units in WH STAGING . Available: 38; Reserved: 4.,
ITEM-00127,103,38,0,38,WIP,A04-B03-C02,SNHGAWRZEQ,9/9/2025,0,,,ITEM ITEM-00127 has 38 units in WH WIP . Available: 38; Reserved: 0.,
ITEM-00140,201,46,10,36,QA,A03-B03-C02,SND3QCJFRK,10/11/2025,0,,,ITEM ITEM-00140 has 46 units in WH QA . Available: 36; Reserved: 10.,
ITEM-00146,102,42,6,36,QA,A05-B03-C01,SNOAD93WK7,9/5/2025,0,,,ITEM ITEM-00146 has 42 units in WH QA . Available: 36; Reserved: 6.,
ITEM-00185,101,47,11,36,STAGING,A02-B02-C02,,9/18/2025,0,,,ITEM ITEM-00185 has 47 units in WH STAGING . Available: 36; Reserved: 11.,
ITEM-00178,103,37,1,36,FG,A03-B04-C02,,9/15/2025,0,,,ITEM ITEM-00178 has 37 units in WH FG . Available: 36; Reserved: 1.,
ITEM-00155,102,42,7,35,WIP,A04-B01-C01,SNFJEFX64B,10/2/2025,0,,,ITEM ITEM-00155 has 42 units in WH WIP . Available: 35; Reserved: 7.,
ITEM-00105,301,37,2,35,RM,A02-B01-C01,,9/7/2025,0,,,ITEM ITEM-00105 has 37 units in WH RM . Available: 35; Reserved: 2.,
ITEM-00139,201,37,2,35,RM,A03-B02-C01,SNRGS0YRFT,10/10/2025,0,,,ITEM ITEM-00139 has 37 units in WH RM . Available: 35; Reserved: 2.,
ITEM-00220,103,35,0,35,FG,A05-B01-C02,SNYAD36D48,9/5/2025,0,,,ITEM ITEM-00220 has 35 units in WH FG . Available: 35; Reserved: 0.,
ITEM-00246,103,37,3,34,QA,A03-B05-C01,SNLPZUZ3OR,9/16/2025,0,,,ITEM ITEM-00246 has 37 units in WH QA . Available: 34; Reserved: 3.,
ITEM-00077,201,35,1,34,RM,A04-B05-C02,,9/17/2025,0,,,ITEM ITEM-00077 has 35 units in WH RM . Available: 34; Reserved: 1.,
ITEM-00287,101,38,5,33,FG,A01-B04-C02,SN8B9XRMIW,9/23/2025,0,,,ITEM ITEM-00287 has 38 units in WH FG . Available: 33; Reserved: 5.,
ITEM-00268,102,38,5,33,WIP,A05-B02-C01,SN0UFWKSNH,9/15/2025,0,,,ITEM ITEM-00268 has 38 units in WH WIP . Available: 33; Reserved: 5.,
ITEM-00227,101,35,2,33,RM,A01-B04-C01,SNGPQWEDCQ,9/13/2025,0,,,ITEM ITEM-00227 has 35 units in WH RM . Available: 33; Reserved: 2.,
ITEM-00156,201,35,2,33,RM,A05-B04-C01,,9/23/2025,0,,,ITEM ITEM-00156 has 35 units in WH RM . Available: 33; Reserved: 2.,
ITEM-00264,103,34,1,33,FG,A05-B02-C02,,9/5/2025,0,,,ITEM ITEM-00264 has 34 units in WH FG . Available: 33; Reserved: 1.,
ITEM-00096,102,33,0,33,STAGING,A05-B01-C02,SN8J3E85AB,9/24/2025,0,,,ITEM ITEM-00096 has 33 units in WH STAGING . Available: 33; Reserved: 0.,
ITEM-00232,103,33,0,33,QA,A04-B05-C02,,9/9/2025,0,,,ITEM ITEM-00232 has 33 units in WH QA . Available: 33; Reserved: 0.,
ITEM-00141,301,41,9,32,WIP,A05-B02-C02,SNMC9KN1V8,9/25/2025,0,,,ITEM ITEM-00141 has 41 units in WH WIP . Available: 32; Reserved: 9.,
ITEM-00138,101,39,7,32,FG,A04-B05-C02,SN1QAXW1XO,10/4/2025,0,,,ITEM ITEM-00138 has 39 units in WH FG . Available: 32; Reserved: 7.,
ITEM-00108,101,35,3,32,STAGING,A01-B05-C01,SN0ZXBJJJE,10/7/2025,0,,,ITEM ITEM-00108 has 35 units in WH STAGING . Available: 32; Reserved: 3.,
ITEM-00294,103,33,1,32,RM,A05-B02-C02,,9/10/2025,0,,,ITEM ITEM-00294 has 33 units in WH RM . Available: 32; Reserved: 1.,
ITEM-00054,301,42,11,31,STAGING,A01-B02-C02,,9/22/2025,0,,,ITEM ITEM-00054 has 42 units in WH STAGING . Available: 31; Reserved: 11.,
ITEM-00159,301,41,10,31,RM,A04-B01-C01,SN2VQ5I6JI,9/24/2025,0,,,ITEM ITEM-00159 has 41 units in WH RM . Available: 31; Reserved: 10.,
ITEM-00242,301,38,7,31,QA,A04-B01-C01,SN60TID3IK,10/11/2025,0,,,ITEM ITEM-00242 has 38 units in WH QA . Available: 31; Reserved: 7.,
ITEM-00014,103,35,4,31,RM,A03-B02-C02,SNQ8NZBV7G,10/7/2025,0,,,ITEM ITEM-00014 has 35 units in WH RM . Available: 31; Reserved: 4.,
ITEM-00271,101,36,5,31,RM,A02-B01-C01,,9/3/2025,0,,,ITEM ITEM-00271 has 36 units in WH RM . Available: 31; Reserved: 5.,
ITEM-00169,103,33,2,31,WIP,A04-B04-C01,SN6O9Z1DHK,9/21/2025,0,,,ITEM ITEM-00169 has 33 units in WH WIP . Available: 31; Reserved: 2.,
ITEM-00139,102,32,1,31,STAGING,A02-B02-C01,SNXYNF513Q,10/7/2025,0,,,ITEM ITEM-00139 has 32 units in WH STAGING . Available: 31; Reserved: 1.,
ITEM-00061,201,39,9,30,WIP,A03-B05-C02,,9/27/2025,0,,,ITEM ITEM-00061 has 39 units in WH WIP . Available: 30; Reserved: 9.,
ITEM-00132,103,36,6,30,QA,A05-B04-C02,SNNGEO46AE,9/20/2025,0,,,ITEM ITEM-00132 has 36 units in WH QA . Available: 30; Reserved: 6.,
ITEM-00277,201,34,4,30,QA,A05-B05-C01,,10/7/2025,0,,,ITEM ITEM-00277 has 34 units in WH QA . Available: 30; Reserved: 4.,
ITEM-00192,102,40,11,29,WIP,A04-B02-C01,SNSNKT3FZ2,10/12/2025,0,,,ITEM ITEM-00192 has 40 units in WH WIP . Available: 29; Reserved: 11.,
ITEM-00205,103,39,10,29,STAGING,A03-B03-C01,,9/17/2025,0,,,ITEM ITEM-00205 has 39 units in WH STAGING . Available: 29; Reserved: 10.,
ITEM-00119,201,35,6,29,QA,A02-B02-C01,SNT4Q8A53D,9/11/2025,0,,,ITEM ITEM-00119 has 35 units in WH QA . Available: 29; Reserved: 6.,
ITEM-00163,101,31,2,29,RM,A02-B03-C01,,9/23/2025,0,,,ITEM ITEM-00163 has 31 units in WH RM . Available: 29; Reserved: 2.,
ITEM-00218,101,30,1,29,STAGING,A02-B02-C01,,9/4/2025,0,,,ITEM ITEM-00218 has 30 units in WH STAGING . Available: 29; Reserved: 1.,
ITEM-00259,103,33,4,29,WIP,A04-B04-C02,,9/17/2025,0,,,ITEM ITEM-00259 has 33 units in WH WIP . Available: 29; Reserved: 4.,
ITEM-00102,201,29,0,29,QA,A04-B05-C01,SN3IWQGG4F,9/6/2025,0,,,ITEM ITEM-00102 has 29 units in WH QA . Available: 29; Reserved: 0.,
ITEM-00270,103,29,0,29,WIP,A05-B02-C01,,9/12/2025,0,,,ITEM ITEM-00270 has 29 units in WH WIP . Available: 29; Reserved: 0.,
ITEM-00297,201,29,0,29,FG,A03-B01-C01,,10/4/2025,0,,,ITEM ITEM-00297 has 29 units in WH FG . Available: 29; Reserved: 0.,
ITEM-00050,201,36,8,28,WIP,A03-B02-C02,SN9MKHMN1U,10/12/2025,0,,,ITEM ITEM-00050 has 36 units in WH WIP . Available: 28; Reserved: 8.,
ITEM-00054,101,36,8,28,STAGING,A01-B03-C01,SN2SGE3SUF,9/17/2025,0,,,ITEM ITEM-00054 has 36 units in WH STAGING . Available: 28; Reserved: 8.,
ITEM-00150,301,32,4,28,WIP,A03-B01-C02,SNMX92ATOJ,9/10/2025,0,,,ITEM ITEM-00150 has 32 units in WH WIP . Available: 28; Reserved: 4.,
ITEM-00092,101,31,3,28,WIP,A02-B01-C01,SNYFJ2X1MS,9/25/2025,0,,,ITEM ITEM-00092 has 31 units in WH WIP . Available: 28; Reserved: 3.,
ITEM-00054,102,28,0,28,FG,A05-B01-C02,,10/2/2025,0,,,ITEM ITEM-00054 has 28 units in WH FG . Available: 28; Reserved: 0.,
ITEM-00040,301,32,5,27,STAGING,A04-B03-C02,,9/4/2025,0,,,ITEM ITEM-00040 has 32 units in WH STAGING . Available: 27; Reserved: 5.,
ITEM-00150,101,29,2,27,STAGING,A02-B01-C02,SND7JL572I,9/6/2025,0,,,ITEM ITEM-00150 has 29 units in WH STAGING . Available: 27; Reserved: 2.,
ITEM-00269,301,30,3,27,STAGING,A01-B01-C01,,10/6/2025,0,,,ITEM ITEM-00269 has 30 units in WH STAGING . Available: 27; Reserved: 3.,
ITEM-00210,201,29,2,27,QA,A04-B01-C02,SNTQHZW4UP,9/21/2025,0,,,ITEM ITEM-00210 has 29 units in WH QA . Available: 27; Reserved: 2.,
ITEM-00252,301,27,0,27,WIP,A02-B04-C02,SNVEBWP6MC,9/9/2025,0,,,ITEM ITEM-00252 has 27 units in WH WIP . Available: 27; Reserved: 0.,
ITEM-00064,103,36,10,26,WIP,A05-B04-C01,SN9Z2TKEDV,10/12/2025,0,,,ITEM ITEM-00064 has 36 units in WH WIP . Available: 26; Reserved: 10.,
ITEM-00014,102,35,9,26,STAGING,A02-B03-C02,,9/13/2025,0,,,ITEM ITEM-00014 has 35 units in WH STAGING . Available: 26; Reserved: 9.,
ITEM-00129,301,31,5,26,QA,A03-B04-C01,SNIQZFLW0F,10/9/2025,0,,,ITEM ITEM-00129 has 31 units in WH QA . Available: 26; Reserved: 5.,
ITEM-00281,101,34,8,26,STAGING,A04-B05-C02,SNWHA76NP7,9/7/2025,0,,,ITEM ITEM-00281 has 34 units in WH STAGING . Available: 26; Reserved: 8.,
ITEM-00278,101,32,6,26,QA,A03-B02-C02,SNERDFKTXS,10/9/2025,0,,,ITEM ITEM-00278 has 32 units in WH QA . Available: 26; Reserved: 6.,
ITEM-00139,201,35,10,25,STAGING,A04-B05-C01,SNUCZCP927,10/16/2025,0,,,ITEM ITEM-00139 has 35 units in WH STAGING . Available: 25; Reserved: 10.,
ITEM-00299,301,35,10,25,RM,A04-B04-C01,SNSWB1OW3M,9/17/2025,0,,,ITEM ITEM-00299 has 35 units in WH RM . Available: 25; Reserved: 10.,
ITEM-00014,301,30,5,25,STAGING,A02-B05-C02,,9/29/2025,0,,,ITEM ITEM-00014 has 30 units in WH STAGING . Available: 25; Reserved: 5.,
ITEM-00164,102,28,3,25,WIP,A03-B05-C01,,10/13/2025,0,,,ITEM ITEM-00164 has 28 units in WH WIP . Available: 25; Reserved: 3.,
ITEM-00107,102,26,1,25,QA,A04-B01-C02,SNXMBZEIHW,10/10/2025,0,,,ITEM ITEM-00107 has 26 units in WH QA . Available: 25; Reserved: 1.,
ITEM-00247,201,26,1,25,WIP,A03-B03-C02,SNLVWEWAEE,10/8/2025,0,,,ITEM ITEM-00247 has 26 units in WH WIP . Available: 25; Reserved: 1.,
ITEM-00262,103,24,0,24,RM,A05-B04-C01,SNK9WMIZ2I,10/7/2025,0,,,ITEM ITEM-00262 has 24 units in WH RM . Available: 24; Reserved: 0.,
ITEM-00195,301,31,8,23,WIP,A03-B02-C02,,10/5/2025,0,,,ITEM ITEM-00195 has 31 units in WH WIP . Available: 23; Reserved: 8.,
ITEM-00058,102,30,7,23,RM,A02-B03-C02,,9/11/2025,0,,,ITEM ITEM-00058 has 30 units in WH RM . Available: 23; Reserved: 7.,
ITEM-00278,102,27,4,23,STAGING,A04-B04-C02,SNB9ALZZHR,10/12/2025,0,,,ITEM ITEM-00278 has 27 units in WH STAGING . Available: 23; Reserved: 4.,
ITEM-00056,301,26,3,23,WIP,A03-B05-C02,SNAS6WP9AC,9/17/2025,0,,,ITEM ITEM-00056 has 26 units in WH WIP . Available: 23; Reserved: 3.,
ITEM-00248,301,25,2,23,RM,A03-B03-C01,SNY6JDV4XG,10/16/2025,0,,,ITEM ITEM-00248 has 25 units in WH RM . Available: 23; Reserved: 2.,
ITEM-00127,102,23,0,23,RM,A03-B03-C01,,9/25/2025,0,,,ITEM ITEM-00127 has 23 units in WH RM . Available: 23; Reserved: 0.,
ITEM-00149,102,25,3,22,STAGING,A01-B02-C02,,10/6/2025,0,,,ITEM ITEM-00149 has 25 units in WH STAGING . Available: 22; Reserved: 3.,
ITEM-00005,201,24,2,22,QA,A02-B02-C02,SNFWXMXYGV,10/14/2025,0,,,ITEM ITEM-00005 has 24 units in WH QA . Available: 22; Reserved: 2.,
ITEM-00296,201,24,2,22,WIP,A05-B04-C01,SNIS2KVCP6,9/23/2025,0,,,ITEM ITEM-00296 has 24 units in WH WIP . Available: 22; Reserved: 2.,
ITEM-00150,201,23,1,22,STAGING,A01-B04-C02,,9/30/2025,0,,,ITEM ITEM-00150 has 23 units in WH STAGING . Available: 22; Reserved: 1.,
ITEM-00020,103,22,0,22,FG,A04-B03-C01,SN2Y0GTTXA,10/15/2025,0,,,ITEM ITEM-00020 has 22 units in WH FG . Available: 22; Reserved: 0.,
ITEM-00271,301,24,3,21,RM,A05-B03-C01,SNWD5T6WAQ,9/12/2025,0,,,ITEM ITEM-00271 has 24 units in WH RM . Available: 21; Reserved: 3.,
ITEM-00272,201,24,3,21,STAGING,A02-B02-C01,,9/21/2025,0,,,ITEM ITEM-00272 has 24 units in WH STAGING . Available: 21; Reserved: 3.,
ITEM-00217,201,23,2,21,WIP,A03-B04-C01,,9/25/2025,0,,,ITEM ITEM-00217 has 23 units in WH WIP . Available: 21; Reserved: 2.,
ITEM-00178,102,23,2,21,RM,A05-B05-C02,SNSLPE69GL,9/8/2025,0,,,ITEM ITEM-00178 has 23 units in WH RM . Available: 21; Reserved: 2.,
ITEM-00109,201,27,7,20,FG,A03-B01-C01,SNYKT9PEHH,10/14/2025,0,,,ITEM ITEM-00109 has 27 units in WH FG . Available: 20; Reserved: 7.,
ITEM-00096,301,21,1,20,QA,A04-B04-C01,SNSSNMXG27,10/4/2025,0,,,ITEM ITEM-00096 has 21 units in WH QA . Available: 20; Reserved: 1.,
ITEM-00184,301,20,0,20,FG,A03-B02-C01,,9/13/2025,0,,,ITEM ITEM-00184 has 20 units in WH FG . Available: 20; Reserved: 0.,
ITEM-00035,201,25,6,19,RM,A05-B02-C01,SNG4PB11JR,10/17/2025,0,,,ITEM ITEM-00035 has 25 units in WH RM . Available: 19; Reserved: 6.,
ITEM-00052,102,25,6,19,STAGING,A04-B03-C02,,9/23/2025,0,,,ITEM ITEM-00052 has 25 units in WH STAGING . Available: 19; Reserved: 6.,
ITEM-00137,103,24,5,19,FG,A01-B04-C01,SNS9QB4HLQ,10/2/2025,0,,,ITEM ITEM-00137 has 24 units in WH FG . Available: 19; Reserved: 5.,
ITEM-00288,102,21,2,19,RM,A01-B01-C01,,10/2/2025,0,,,ITEM ITEM-00288 has 21 units in WH RM . Available: 19; Reserved: 2.,
ITEM-00042,301,20,1,19,FG,A04-B02-C02,SNRNQASTYU,9/19/2025,0,,,ITEM ITEM-00042 has 20 units in WH FG . Available: 19; Reserved: 1.,
ITEM-00260,301,20,1,19,WIP,A01-B05-C02,SNXL105MZO,9/27/2025,0,,,ITEM ITEM-00260 has 20 units in WH WIP . Available: 19; Reserved: 1.,
ITEM-00035,102,20,2,18,QA,A01-B01-C02,,9/13/2025,0,,,ITEM ITEM-00035 has 20 units in WH QA . Available: 18; Reserved: 2.,
ITEM-00175,103,20,2,18,WIP,A05-B05-C01,,9/21/2025,0,,,ITEM ITEM-00175 has 20 units in WH WIP . Available: 18; Reserved: 2.,
ITEM-00188,102,20,2,18,QA,A04-B02-C01,SNLXOQXN3A,9/30/2025,0,,,ITEM ITEM-00188 has 20 units in WH QA . Available: 18; Reserved: 2.,
ITEM-00250,103,20,2,18,WIP,A05-B03-C02,SNTHOM796Y,9/10/2025,0,,,ITEM ITEM-00250 has 20 units in WH WIP . Available: 18; Reserved: 2.,
ITEM-00128,103,19,1,18,WIP,A02-B02-C01,,10/16/2025,0,,,ITEM ITEM-00128 has 19 units in WH WIP . Available: 18; Reserved: 1.,
ITEM-00219,201,19,1,18,FG,A04-B02-C02,,10/15/2025,0,,,ITEM ITEM-00219 has 19 units in WH FG . Available: 18; Reserved: 1.,
ITEM-00193,102,18,0,18,WIP,A01-B02-C02,SNK2UMILW5,10/4/2025,0,,,ITEM ITEM-00193 has 18 units in WH WIP . Available: 18; Reserved: 0.,
ITEM-00273,201,21,4,17,STAGING,A05-B05-C01,SNQGL13NA7,9/8/2025,0,,,ITEM ITEM-00273 has 21 units in WH STAGING . Available: 17; Reserved: 4.,
ITEM-00023,103,19,2,17,RM,A01-B05-C02,SN619A39AM,10/11/2025,0,,,ITEM ITEM-00023 has 19 units in WH RM . Available: 17; Reserved: 2.,
ITEM-00124,101,17,0,17,WIP,A01-B04-C01,SNOMT7T0QE,9/12/2025,0,,,ITEM ITEM-00124 has 17 units in WH WIP . Available: 17; Reserved: 0.,
ITEM-00086,103,21,5,16,QA,A03-B01-C02,SNWGQHHSLM,9/26/2025,0,,,ITEM ITEM-00086 has 21 units in WH QA . Available: 16; Reserved: 5.,
ITEM-00230,201,19,3,16,QA,A05-B03-C02,,9/30/2025,0,,,ITEM ITEM-00230 has 19 units in WH QA . Available: 16; Reserved: 3.,
ITEM-00039,103,17,1,16,STAGING,A03-B02-C02,SNF0DWTS7I,9/22/2025,0,,,ITEM ITEM-00039 has 17 units in WH STAGING . Available: 16; Reserved: 1.,
ITEM-00293,102,16,0,16,QA,A03-B05-C02,,10/6/2025,0,,,ITEM ITEM-00293 has 16 units in WH QA . Available: 16; Reserved: 0.,
ITEM-00070,102,17,2,15,FG,A02-B02-C01,SN4VAYFJPU,9/11/2025,0,,,ITEM ITEM-00070 has 17 units in WH FG . Available: 15; Reserved: 2.,
ITEM-00262,201,15,0,15,FG,A05-B03-C02,SNCBT9NQ1Z,9/9/2025,0,,,ITEM ITEM-00262 has 15 units in WH FG . Available: 15; Reserved: 0.,
