requisition_number,requisition_line_id,item,quantity,uom,destination_type_code,need_by_date,organization_id,po_number,so_number,requested_by_user_id,req_status,priority_code,creation_date,route,,Process_Area,Root_Cause_Tag,Context_Summary,SLA_Flag
REQ-0000316,900078,ITEM-00265,140,CT,EXPENSE,2025-07-06,102,PO-0000249,,XFY62W,IN PROCESS,URGENT,2025-10-13,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000316 for 140 ITEM-00265s from WH 102 Status: IN PROCESS. Need-by: 2025-07-06. Delay: no delay. Destination: EXPENSE.,
REQ-0000387,900079,ITEM-00185,119,BX,EXPENSE,2025-05-18,101,,SO-0000001,HGA936,APPROVED,URGENT,2025-07-07,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000387 for 119 ITEM-00185s from WH 101 Status: APPROVED. Need-by: 2025-05-18. Delay: no delay. Destination: EXPENSE.,
REQ-0000605,900080,ITEM-00235,154,EA,INVENTORY,2025-06-28,101,PO-0000095,,MR84LS,APPROVED,LOW,2025-07-11,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000605 for 154 ITEM-00235s from WH 101 Status: APPROVED. Need-by: 2025-06-28. Delay: no delay. Destination: INVENTORY.,
REQ-0000031,900081,ITEM-00105,80,PK,INVENTORY,2025-09-01,103,PO-0000263,,85DYAL,APPROVED,STD,2025-07-29,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000031 for 80 ITEM-00105s from WH 103 Status: APPROVED. Need-by: 2025-09-01. Delay: no delay. Destination: INVENTORY.,
REQ-0000654,900082,ITEM-00093,99,EA,EXPENSE,2025-05-15,102,PO-0000132,,ZKUGAS,REJECTED,LOW,2025-07-09,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000654 for 99 ITEM-00093s from WH 102 Status: REJECTED. Need-by: 2025-05-15. Delay: no delay. Destination: EXPENSE.,
REQ-0000001,900083,ITEM-00039,18,CT,EXPENSE,2025-09-21,301,,SO-0000060,JCYRMG,IN PROCESS,URGENT,2025-09-20,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000001 for 18 ITEM-00039s from WH 301 Status: IN PROCESS. Need-by: 2025-09-21. Delay: no delay. Destination: EXPENSE.,
REQ-0000069,900084,ITEM-00128,58,EA,INVENTORY,2025-08-30,201,PO-0000240,,R5BMJM,REQUIRES REAPPROVAL,URGENT,2025-06-29,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000069 for 58 ITEM-00128s from WH 201 Status: REQUIRES REAPPROVAL. Need-by: 2025-08-30. Delay: no delay. Destination: INVENTORY.,
REQ-0000014,900085,ITEM-00118,7,PK,SHOP FLOOR,2025-07-20,101,,SO-0000115,4W5Z6T,IN PROCESS,STD,2025-09-08,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000014 for 7 ITEM-00118s from WH 101 Status: IN PROCESS. Need-by: 2025-07-20. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000136,900086,ITEM-00018,10,CT,INVENTORY,2025-05-26,103,,SO-0000114,N95VGR,APPROVED,LOW,2025-08-12,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000136 for 10 ITEM-00018s from WH 103 Status: APPROVED. Need-by: 2025-05-26. Delay: no delay. Destination: INVENTORY.,
REQ-0000353,900087,ITEM-00195,28,PK,SHOP FLOOR,2025-09-25,301,PO-0000215,,7A0PZ1,REQUIRES REAPPROVAL,STD,2025-10-16,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000353 for 28 ITEM-00195s from WH 301 Status: REQUIRES REAPPROVAL. Need-by: 2025-09-25. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000381,900088,ITEM-00069,84,PK,INVENTORY,2025-08-10,103,,SO-0000106,TR69VS,APPROVED,LOW,2025-07-29,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000381 for 84 ITEM-00069s from WH 103 Status: APPROVED. Need-by: 2025-08-10. Delay: no delay. Destination: INVENTORY.,
REQ-0000063,900089,ITEM-00085,51,EA,INVENTORY,2025-08-23,201,PO-0000072,,JZH14D,APPROVED,STD,2025-07-16,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000063 for 51 ITEM-00085s from WH 201 Status: APPROVED. Need-by: 2025-08-23. Delay: no delay. Destination: INVENTORY.,
REQ-0000512,900090,ITEM-00276,159,BX,SHOP FLOOR,2025-08-30,201,,SO-0000136,2EJHZY,REQUIRES REAPPROVAL,LOW,2025-07-09,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000512 for 159 ITEM-00276s from WH 201 Status: REQUIRES REAPPROVAL. Need-by: 2025-08-30. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000025,900091,ITEM-00193,18,CT,INVENTORY,2025-08-17,101,,SO-0000081,EFXSM9,REQUIRES REAPPROVAL,URGENT,2025-08-07,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000025 for 18 ITEM-00193s from WH 101 Status: REQUIRES REAPPROVAL. Need-by: 2025-08-17. Delay: no delay. Destination: INVENTORY.,
REQ-0000690,900092,ITEM-00257,101,CT,SHOP FLOOR,2025-09-29,103,,SO-0000040,6BLHV8,APPROVED,URGENT,2025-08-23,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000690 for 101 ITEM-00257s from WH 103 Status: APPROVED. Need-by: 2025-09-29. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000068,900093,ITEM-00261,168,BX,EXPENSE,2025-08-07,102,PO-0000225,,TLYJ1X,REQUIRES REAPPROVAL,LOW,2025-09-21,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000068 for 168 ITEM-00261s from WH 102 Status: REQUIRES REAPPROVAL. Need-by: 2025-08-07. Delay: no delay. Destination: EXPENSE.,
REQ-0000365,900094,ITEM-00198,195,CT,EXPENSE,2025-05-09,301,PO-0000227,,NCYRVX,IN PROCESS,URGENT,2025-08-23,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000365 for 195 ITEM-00198s from WH 301 Status: IN PROCESS. Need-by: 2025-05-09. Delay: no delay. Destination: EXPENSE.,
REQ-0000367,900095,ITEM-00189,14,CT,INVENTORY,2025-07-19,101,PO-0000265,,JIG8NY,REJECTED,LOW,2025-07-08,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000367 for 14 ITEM-00189s from WH 101 Status: REJECTED. Need-by: 2025-07-19. Delay: no delay. Destination: INVENTORY.,
REQ-0000145,900096,ITEM-00079,43,BX,SHOP FLOOR,2025-07-13,102,PO-0000165,,7GRDAU,REJECTED,LOW,2025-06-24,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000145 for 43 ITEM-00079s from WH 102 Status: REJECTED. Need-by: 2025-07-13. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000443,900097,ITEM-00294,33,PK,SHOP FLOOR,2025-07-01,301,,SO-0000065,YUR68Q,REQUIRES REAPPROVAL,URGENT,2025-08-22,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000443 for 33 ITEM-00294s from WH 301 Status: REQUIRES REAPPROVAL. Need-by: 2025-07-01. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000163,900098,ITEM-00082,111,CT,SHOP FLOOR,2025-07-21,102,,SO-0000011,JNFXIB,IN PROCESS,STD,2025-06-24,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000163 for 111 ITEM-00082s from WH 102 Status: IN PROCESS. Need-by: 2025-07-21. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000151,900099,ITEM-00035,144,EA,SHOP FLOOR,2025-09-16,301,,SO-0000103,PJP58T,APPROVED,LOW,2025-09-13,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000151 for 144 ITEM-00035s from WH 301 Status: APPROVED. Need-by: 2025-09-16. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000010,900100,ITEM-00149,56,BX,INVENTORY,2025-05-24,102,,SO-0000079,3JSYNU,APPROVED,URGENT,2025-08-05,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000010 for 56 ITEM-00149s from WH 102 Status: APPROVED. Need-by: 2025-05-24. Delay: no delay. Destination: INVENTORY.,
REQ-0000641,900101,ITEM-00259,66,PK,EXPENSE,2025-07-01,301,PO-0000087,,QP67JN,REQUIRES REAPPROVAL,STD,2025-07-18,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000641 for 66 ITEM-00259s from WH 301 Status: REQUIRES REAPPROVAL. Need-by: 2025-07-01. Delay: no delay. Destination: EXPENSE.,
REQ-0000305,900102,ITEM-00004,34,CT,EXPENSE,2025-07-19,101,PO-0000006,,YLS1AT,APPROVED,LOW,2025-08-01,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000305 for 34 ITEM-00004s from WH 101 Status: APPROVED. Need-by: 2025-07-19. Delay: no delay. Destination: EXPENSE.,
REQ-0000128,900103,ITEM-00159,17,BX,SHOP FLOOR,2025-08-28,103,,SO-0000002,5BTL5H,REJECTED,STD,2025-09-23,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000128 for 17 ITEM-00159s from WH 103 Status: REJECTED. Need-by: 2025-08-28. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000560,900104,ITEM-00092,31,CT,SHOP FLOOR,2025-09-05,101,PO-0000265,,0F7WOX,IN PROCESS,URGENT,2025-08-12,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000560 for 31 ITEM-00092s from WH 101 Status: IN PROCESS. Need-by: 2025-09-05. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000304,900105,ITEM-00030,190,PK,EXPENSE,2025-04-22,201,,SO-0000015,6WMR89,REJECTED,STD,2025-06-20,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000304 for 190 ITEM-00030s from WH 201 Status: REJECTED. Need-by: 2025-04-22. Delay: no delay. Destination: EXPENSE.,
REQ-0000510,900106,ITEM-00181,185,EA,EXPENSE,2025-06-26,102,PO-0000234,,E0JWA4,REQUIRES REAPPROVAL,LOW,2025-08-06,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000510 for 185 ITEM-00181s from WH 102 Status: REQUIRES REAPPROVAL. Need-by: 2025-06-26. Delay: no delay. Destination: EXPENSE.,
REQ-0000448,900107,ITEM-00012,195,BX,SHOP FLOOR,2025-08-12,103,,SO-0000111,O4WHC1,REQUIRES REAPPROVAL,STD,2025-10-11,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000448 for 195 ITEM-00012s from WH 103 Status: REQUIRES REAPPROVAL. Need-by: 2025-08-12. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000217,900108,ITEM-00270,32,CT,SHOP FLOOR,2025-09-01,103,PO-0000228,,CMJOCJ,IN PROCESS,STD,2025-07-15,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000217 for 32 ITEM-00270s from WH 103 Status: IN PROCESS. Need-by: 2025-09-01. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000437,900109,ITEM-00251,174,EA,EXPENSE,2025-09-07,103,PO-0000026,,UN8WT2,APPROVED,URGENT,2025-09-01,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000437 for 174 ITEM-00251s from WH 103 Status: APPROVED. Need-by: 2025-09-07. Delay: no delay. Destination: EXPENSE.,
REQ-0000054,900110,ITEM-00106,188,CT,EXPENSE,2025-08-02,102,,SO-0000038,8I5HQC,REJECTED,LOW,2025-10-12,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000054 for 188 ITEM-00106s from WH 102 Status: REJECTED. Need-by: 2025-08-02. Delay: no delay. Destination: EXPENSE.,
REQ-0000144,900111,ITEM-00177,77,PK,EXPENSE,2025-08-29,201,,SO-0000118,T6BLGF,IN PROCESS,STD,2025-09-25,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000144 for 77 ITEM-00177s from WH 201 Status: IN PROCESS. Need-by: 2025-08-29. Delay: no delay. Destination: EXPENSE.,
REQ-0000289,900112,ITEM-00009,72,EA,SHOP FLOOR,2025-08-30,301,PO-0000129,,EH84DW,APPROVED,URGENT,2025-07-06,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000289 for 72 ITEM-00009s from WH 301 Status: APPROVED. Need-by: 2025-08-30. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000138,900113,ITEM-00289,111,PK,SHOP FLOOR,2025-06-17,101,,SO-0000075,P8VW8R,APPROVED,STD,2025-10-05,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000138 for 111 ITEM-00289s from WH 101 Status: APPROVED. Need-by: 2025-06-17. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000409,900114,ITEM-00041,81,PK,EXPENSE,2025-10-04,101,PO-0000150,,LTTT09,APPROVED,STD,2025-07-12,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000409 for 81 ITEM-00041s from WH 101 Status: APPROVED. Need-by: 2025-10-04. Delay: no delay. Destination: EXPENSE.,
REQ-0000180,900115,ITEM-00139,79,PK,SHOP FLOOR,2025-04-23,201,,SO-0000085,A3LWBL,REQUIRES REAPPROVAL,URGENT,2025-10-16,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000180 for 79 ITEM-00139s from WH 201 Status: REQUIRES REAPPROVAL. Need-by: 2025-04-23. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000341,900116,ITEM-00098,124,CT,SHOP FLOOR,2025-08-11,102,PO-0000104,,VCWM0K,REQUIRES REAPPROVAL,STD,2025-09-03,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000341 for 124 ITEM-00098s from WH 102 Status: REQUIRES REAPPROVAL. Need-by: 2025-08-11. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000397,900117,ITEM-00148,4,CT,EXPENSE,2025-06-08,101,,SO-0000060,HY16OG,IN PROCESS,LOW,2025-10-05,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000397 for 4 ITEM-00148s from WH 101 Status: IN PROCESS. Need-by: 2025-06-08. Delay: no delay. Destination: EXPENSE.,
REQ-0000664,900118,ITEM-00188,18,EA,EXPENSE,2025-08-25,102,PO-0000024,,AW6GKC,IN PROCESS,STD,2025-08-04,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000664 for 18 ITEM-00188s from WH 102 Status: IN PROCESS. Need-by: 2025-08-25. Delay: no delay. Destination: EXPENSE.,
REQ-0000588,900119,ITEM-00098,181,PK,EXPENSE,2025-06-18,103,,SO-0000074,SZ8TPL,IN PROCESS,STD,2025-06-28,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000588 for 181 ITEM-00098s from WH 103 Status: IN PROCESS. Need-by: 2025-06-18. Delay: no delay. Destination: EXPENSE.,
REQ-0000531,900120,ITEM-00176,170,CT,EXPENSE,2025-08-27,101,PO-0000042,,CFYQHF,REQUIRES REAPPROVAL,LOW,2025-07-13,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000531 for 170 ITEM-00176s from WH 101 Status: REQUIRES REAPPROVAL. Need-by: 2025-08-27. Delay: no delay. Destination: EXPENSE.,
REQ-0000122,900121,ITEM-00174,50,PK,EXPENSE,2025-08-02,101,,SO-0000072,NWQQZJ,REQUIRES REAPPROVAL,URGENT,2025-09-25,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000122 for 50 ITEM-00174s from WH 101 Status: REQUIRES REAPPROVAL. Need-by: 2025-08-02. Delay: no delay. Destination: EXPENSE.,
REQ-0000146,900122,ITEM-00054,40,EA,SHOP FLOOR,2025-10-06,301,PO-0000137,,MYMEFQ,REJECTED,URGENT,2025-08-12,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000146 for 40 ITEM-00054s from WH 301 Status: REJECTED. Need-by: 2025-10-06. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000342,900123,ITEM-00008,85,BX,EXPENSE,2025-04-27,102,PO-0000095,,9267MJ,IN PROCESS,STD,2025-06-28,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000342 for 85 ITEM-00008s from WH 102 Status: IN PROCESS. Need-by: 2025-04-27. Delay: no delay. Destination: EXPENSE.,
REQ-0000116,900124,ITEM-00087,144,PK,SHOP FLOOR,2025-06-20,103,PO-0000016,,87XJEJ,REJECTED,LOW,2025-10-07,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000116 for 144 ITEM-00087s from WH 103 Status: REJECTED. Need-by: 2025-06-20. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000155,900125,ITEM-00266,75,PK,INVENTORY,2025-08-27,201,,SO-0000133,XYN1Q0,IN PROCESS,URGENT,2025-09-20,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000155 for 75 ITEM-00266s from WH 201 Status: IN PROCESS. Need-by: 2025-08-27. Delay: no delay. Destination: INVENTORY.,
REQ-0000128,900126,ITEM-00206,122,EA,EXPENSE,2025-06-10,103,,SO-0000002,5BTL5H,REJECTED,STD,2025-09-23,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000128 for 122 ITEM-00206s from WH 103 Status: REJECTED. Need-by: 2025-06-10. Delay: no delay. Destination: EXPENSE.,
REQ-0000546,900127,ITEM-00118,84,PK,EXPENSE,2025-05-02,103,PO-0000047,,ONPNJR,IN PROCESS,STD,2025-09-10,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000546 for 84 ITEM-00118s from WH 103 Status: IN PROCESS. Need-by: 2025-05-02. Delay: no delay. Destination: EXPENSE.,
REQ-0000111,900128,ITEM-00186,195,PK,INVENTORY,2025-04-22,102,PO-0000111,,VKGY77,REJECTED,STD,2025-08-30,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000111 for 195 ITEM-00186s from WH 102 Status: REJECTED. Need-by: 2025-04-22. Delay: no delay. Destination: INVENTORY.,
REQ-0000277,900129,ITEM-00179,109,BX,EXPENSE,2025-09-13,103,PO-0000073,,M1VHCL,IN PROCESS,STD,2025-06-22,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000277 for 109 ITEM-00179s from WH 103 Status: IN PROCESS. Need-by: 2025-09-13. Delay: no delay. Destination: EXPENSE.,
REQ-0000036,900130,ITEM-00280,115,BX,INVENTORY,2025-09-12,102,PO-0000069,,LHWGQ1,REQUIRES REAPPROVAL,LOW,2025-09-27,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000036 for 115 ITEM-00280s from WH 102 Status: REQUIRES REAPPROVAL. Need-by: 2025-09-12. Delay: no delay. Destination: INVENTORY.,
REQ-0000109,900131,ITEM-00192,176,EA,INVENTORY,2025-10-03,101,,SO-0000086,7J3KDJ,REQUIRES REAPPROVAL,URGENT,2025-09-02,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000109 for 176 ITEM-00192s from WH 101 Status: REQUIRES REAPPROVAL. Need-by: 2025-10-03. Delay: no delay. Destination: INVENTORY.,
REQ-0000070,900132,ITEM-00103,136,EA,SHOP FLOOR,2025-09-27,101,PO-0000207,,QZZBIJ,IN PROCESS,STD,2025-07-09,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000070 for 136 ITEM-00103s from WH 101 Status: IN PROCESS. Need-by: 2025-09-27. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000471,900133,ITEM-00243,122,CT,EXPENSE,2025-07-16,101,PO-0000081,,ZXIFZF,REJECTED,LOW,2025-07-12,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000471 for 122 ITEM-00243s from WH 101 Status: REJECTED. Need-by: 2025-07-16. Delay: no delay. Destination: EXPENSE.,
REQ-0000672,900134,ITEM-00251,110,BX,INVENTORY,2025-09-01,301,PO-0000128,,IOICCH,IN PROCESS,LOW,2025-08-04,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000672 for 110 ITEM-00251s from WH 301 Status: IN PROCESS. Need-by: 2025-09-01. Delay: no delay. Destination: INVENTORY.,
REQ-0000378,900135,ITEM-00166,80,PK,SHOP FLOOR,2025-08-02,102,,SO-0000091,3YRVXJ,REJECTED,URGENT,2025-10-18,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000378 for 80 ITEM-00166s from WH 102 Status: REJECTED. Need-by: 2025-08-02. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000006,900136,ITEM-00178,22,PK,EXPENSE,2025-08-19,102,,SO-0000005,HS7L5Z,IN PROCESS,STD,2025-08-15,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000006 for 22 ITEM-00178s from WH 102 Status: IN PROCESS. Need-by: 2025-08-19. Delay: no delay. Destination: EXPENSE.,
REQ-0000465,900137,ITEM-00102,32,CT,SHOP FLOOR,2025-09-30,201,PO-0000149,,XXFMI8,REJECTED,STD,2025-09-18,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000465 for 32 ITEM-00102s from WH 201 Status: REJECTED. Need-by: 2025-09-30. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000137,900138,ITEM-00006,168,EA,INVENTORY,2025-10-08,201,PO-0000207,,JAN6ZC,APPROVED,LOW,2025-10-01,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000137 for 168 ITEM-00006s from WH 201 Status: APPROVED. Need-by: 2025-10-08. Delay: no delay. Destination: INVENTORY.,
REQ-0000153,900139,ITEM-00096,63,BX,SHOP FLOOR,2025-06-11,101,PO-0000021,,TH79IG,IN PROCESS,LOW,2025-09-03,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000153 for 63 ITEM-00096s from WH 101 Status: IN PROCESS. Need-by: 2025-06-11. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000215,900140,ITEM-00079,122,EA,EXPENSE,2025-10-10,201,,SO-0000063,KX7EGU,APPROVED,LOW,2025-08-08,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000215 for 122 ITEM-00079s from WH 201 Status: APPROVED. Need-by: 2025-10-10. Delay: no delay. Destination: EXPENSE.,
REQ-0000186,900141,ITEM-00223,111,CT,EXPENSE,2025-08-04,102,PO-0000183,,RMPG8T,REQUIRES REAPPROVAL,STD,2025-07-08,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000186 for 111 ITEM-00223s from WH 102 Status: REQUIRES REAPPROVAL. Need-by: 2025-08-04. Delay: no delay. Destination: EXPENSE.,
REQ-0000104,900142,ITEM-00299,78,EA,INVENTORY,2025-05-02,103,PO-0000255,,K1535M,APPROVED,LOW,2025-10-15,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000104 for 78 ITEM-00299s from WH 103 Status: APPROVED. Need-by: 2025-05-02. Delay: no delay. Destination: INVENTORY.,
REQ-0000226,900143,ITEM-00074,75,PK,SHOP FLOOR,2025-04-22,301,,SO-0000041,0RSNRQ,REJECTED,STD,2025-07-10,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000226 for 75 ITEM-00074s from WH 301 Status: REJECTED. Need-by: 2025-04-22. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000127,900144,ITEM-00095,190,CT,EXPENSE,2025-10-10,102,,SO-0000006,XXAFEW,APPROVED,URGENT,2025-08-07,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000127 for 190 ITEM-00095s from WH 102 Status: APPROVED. Need-by: 2025-10-10. Delay: no delay. Destination: EXPENSE.,
REQ-0000591,900145,ITEM-00149,29,EA,SHOP FLOOR,2025-04-26,102,PO-0000228,,DM5LG1,REJECTED,LOW,2025-08-09,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000591 for 29 ITEM-00149s from WH 102 Status: REJECTED. Need-by: 2025-04-26. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000166,900146,ITEM-00204,43,EA,EXPENSE,2025-06-28,201,PO-0000261,,QPFOAY,IN PROCESS,STD,2025-07-16,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000166 for 43 ITEM-00204s from WH 201 Status: IN PROCESS. Need-by: 2025-06-28. Delay: no delay. Destination: EXPENSE.,
REQ-0000204,900147,ITEM-00167,39,PK,SHOP FLOOR,2025-08-08,301,PO-0000245,,SLLZOS,REQUIRES REAPPROVAL,URGENT,2025-08-21,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000204 for 39 ITEM-00167s from WH 301 Status: REQUIRES REAPPROVAL. Need-by: 2025-08-08. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000190,900148,ITEM-00004,115,CT,SHOP FLOOR,2025-05-12,101,PO-0000029,,Z77YD3,REJECTED,STD,2025-07-02,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000190 for 115 ITEM-00004s from WH 101 Status: REJECTED. Need-by: 2025-05-12. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000483,900149,ITEM-00159,42,CT,SHOP FLOOR,2025-06-06,101,,SO-0000152,AW3KO0,REQUIRES REAPPROVAL,URGENT,2025-07-02,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000483 for 42 ITEM-00159s from WH 101 Status: REQUIRES REAPPROVAL. Need-by: 2025-06-06. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000190,900150,ITEM-00190,87,CT,EXPENSE,2025-10-14,102,PO-0000170,,Z77YD3,REJECTED,STD,2025-07-02,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000190 for 87 ITEM-00190s from WH 102 Status: REJECTED. Need-by: 2025-10-14. Delay: no delay. Destination: EXPENSE.,
REQ-0000441,900151,ITEM-00232,176,PK,EXPENSE,2025-07-27,102,,SO-0000002,E3JU29,REJECTED,LOW,2025-08-28,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000441 for 176 ITEM-00232s from WH 102 Status: REJECTED. Need-by: 2025-07-27. Delay: no delay. Destination: EXPENSE.,
REQ-0000240,900152,ITEM-00112,194,PK,INVENTORY,2025-05-05,103,PO-0000217,,U9CLK0,REQUIRES REAPPROVAL,STD,2025-07-20,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000240 for 194 ITEM-00112s from WH 103 Status: REQUIRES REAPPROVAL. Need-by: 2025-05-05. Delay: no delay. Destination: INVENTORY.,
REQ-0000470,900153,ITEM-00242,127,CT,EXPENSE,2025-10-14,301,,SO-0000120,LRO04E,REJECTED,LOW,2025-09-11,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000470 for 127 ITEM-00242s from WH 301 Status: REJECTED. Need-by: 2025-10-14. Delay: no delay. Destination: EXPENSE.,
REQ-0000275,900154,ITEM-00217,27,CT,SHOP FLOOR,2025-05-20,201,PO-0000045,,4AC1XG,IN PROCESS,STD,2025-06-26,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000275 for 27 ITEM-00217s from WH 201 Status: IN PROCESS. Need-by: 2025-05-20. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000310,900155,ITEM-00060,92,EA,EXPENSE,2025-10-13,101,,SO-0000049,2UCB9L,REJECTED,STD,2025-09-03,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000310 for 92 ITEM-00060s from WH 101 Status: REJECTED. Need-by: 2025-10-13. Delay: no delay. Destination: EXPENSE.,
REQ-0000363,900156,ITEM-00115,7,CT,EXPENSE,2025-10-11,103,,SO-0000043,CEPZSO,REJECTED,LOW,2025-07-12,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000363 for 7 ITEM-00115s from WH 103 Status: REJECTED. Need-by: 2025-10-11. Delay: no delay. Destination: EXPENSE.,
