po_number,line_location_id,line_num,item,uom,organization_id,ordered_qty,received_qty,promised_date,need_by_date,last_receipt_date,accepted_qty,rejected_qty,buyer_user_id,vendor_name,po_status,creation_date,,Process_Area,Root_Cause_Tag,Context_Summary,SLA_Flag
PO-0000027,600305,8,ITEM-00052,CT,201,149,144,2025-08-02,2025-07-07,2025-10-15,144,0,DSUR3K,Contoso Supply,REQUIRES REAPPROVAL,2025-07-11,103.0,Procurement,,PO PO-0000027 for 149 ITEM-00052s from Contoso Supply to WH 201. Status: REQUIRES REAPPROVAL. ETA: 2025-07-07. Delay: 103 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000052,600306,9,ITEM-00211,CT,201,191,186,2025-09-26,2025-06-17,2025-10-07,186,0,4U60SV,Wayne Industrial,APPROVED,2025-08-30,123.0,Procurement,,PO PO-0000052 for 191 ITEM-00211s from Wayne Industrial to WH 201. Status: APPROVED. ETA: 2025-06-17. Delay: 123 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000042,600307,7,ITEM-00114,PK,301,33,37,2025-08-28,2025-09-18,2025-09-02,33,4,FMDBIE,Contoso Supply,REQUIRES REAPPROVAL,2025-07-02,0.0,Procurement,,PO PO-0000042 for 33 ITEM-00114s from Contoso Supply to WH 301. Status: REQUIRES REAPPROVAL. ETA: 2025-09-18. Delay: no delay.,
PO-0000002,600308,3,ITEM-00178,EA,103,33,37,2025-08-04,2025-09-23,2025-09-12,33,4,1ZCO65,Acme Parts,REJECTED,2025-10-13,0.0,Procurement,,PO PO-0000002 for 33 ITEM-00178s from Acme Parts to WH 103. Status: REJECTED. ETA: 2025-09-23. Delay: no delay.,
PO-0000239,600309,8,ITEM-00247,PK,103,92,89,2025-07-20,2025-06-26,2025-10-15,89,0,OM9DFK,Globex Ltd,APPROVED,2025-06-27,114.0,Procurement,,PO PO-0000239 for 92 ITEM-00247s from Globex Ltd to WH 103. Status: APPROVED. ETA: 2025-06-26. Delay: 114 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000236,600310,9,ITEM-00091,PK,201,90,91,2025-10-13,2025-10-09,2025-08-20,90,1,25QOXO,Initech,IN PROCESS,2025-08-01,0.0,Procurement,,PO PO-0000236 for 90 ITEM-00091s from Initech to WH 201. Status: IN PROCESS. ETA: 2025-10-09. Delay: no delay.,
PO-0000008,600311,2,ITEM-00268,PK,102,114,114,2025-09-10,2025-08-11,2025-08-26,114,0,62R8YF,Wayne Industrial,REJECTED,2025-08-25,15.0,Procurement,,PO PO-0000008 for 114 ITEM-00268s from Wayne Industrial to WH 102. Status: REJECTED. ETA: 2025-08-11. Delay: 15 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000023,600312,6,ITEM-00232,PK,102,154,151,2025-07-17,2025-06-20,2025-09-14,151,0,40655E,Acme Parts,IN PROCESS,2025-08-15,120.0,Procurement,,PO PO-0000023 for 154 ITEM-00232s from Acme Parts to WH 102. Status: IN PROCESS. ETA: 2025-06-20. Delay: 120 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000118,600313,1,ITEM-00200,BX,201,166,164,2025-07-21,2025-10-13,2025-08-26,164,0,RE1MMC,Wayne Industrial,REQUIRES REAPPROVAL,2025-10-07,5.0,Procurement,,PO PO-0000118 for 166 ITEM-00200s from Wayne Industrial to WH 201. Status: REQUIRES REAPPROVAL. ETA: 2025-10-13. Delay: 5 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000042,600314,6,ITEM-00225,BX,102,51,52,2025-10-19,2025-04-21,2025-10-06,51,1,FMDBIE,Contoso Supply,REQUIRES REAPPROVAL,2025-07-02,168.0,Procurement,,PO PO-0000042 for 51 ITEM-00225s from Contoso Supply to WH 102. Status: REQUIRES REAPPROVAL. ETA: 2025-04-21. Delay: 168 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000263,600315,7,ITEM-00275,EA,103,153,148,2025-08-20,2025-09-15,2025-10-10,148,0,1YJE99,Umbrella,REQUIRES REAPPROVAL,2025-08-05,33.0,Procurement,,PO PO-0000263 for 153 ITEM-00275s from Umbrella to WH 103. Status: REQUIRES REAPPROVAL. ETA: 2025-09-15. Delay: 33 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000016,600316,6,ITEM-00005,PK,102,74,70,2025-07-09,2025-07-04,2025-09-10,70,0,0LGU2V,Stark Logistics,REJECTED,2025-09-06,106.0,Procurement,,PO PO-0000016 for 74 ITEM-00005s from Stark Logistics to WH 102. Status: REJECTED. ETA: 2025-07-04. Delay: 106 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000155,600317,4,ITEM-00049,EA,201,106,101,2025-09-21,2025-09-03,2025-09-13,101,0,CKLQ8U,Stark Logistics,REQUIRES REAPPROVAL,2025-10-18,45.0,Procurement,,PO PO-0000155 for 106 ITEM-00049s from Stark Logistics to WH 201. Status: REQUIRES REAPPROVAL. ETA: 2025-09-03. Delay: 45 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000060,600318,1,ITEM-00173,PK,102,153,157,2025-08-05,2025-06-10,2025-09-26,153,4,TXDZB0,Stark Logistics,IN PROCESS,2025-10-12,108.0,Procurement,,PO PO-0000060 for 153 ITEM-00173s from Stark Logistics to WH 102. Status: IN PROCESS. ETA: 2025-06-10. Delay: 108 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000250,600319,2,ITEM-00154,PK,201,51,51,2025-10-13,2025-08-09,2025-10-16,51,0,ALK8X0,Acme Parts,IN PROCESS,2025-08-10,68.0,Procurement,,PO PO-0000250 for 51 ITEM-00154s from Acme Parts to WH 201. Status: IN PROCESS. ETA: 2025-08-09. Delay: 68 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000215,600320,7,ITEM-00042,CT,301,23,20,2025-11-09,2025-07-09,2025-09-21,20,0,W46S1C,Globex Ltd,APPROVED,2025-09-23,101.0,Procurement,,PO PO-0000215 for 23 ITEM-00042s from Globex Ltd to WH 301. Status: APPROVED. ETA: 2025-07-09. Delay: 101 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000132,600321,2,ITEM-00109,EA,301,93,95,2025-07-23,2025-08-31,2025-09-17,93,2,DNAIAO,Stark Logistics,IN PROCESS,2025-07-26,17.0,Procurement,,PO PO-0000132 for 93 ITEM-00109s from Stark Logistics to WH 301. Status: IN PROCESS. ETA: 2025-08-31. Delay: 17 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000119,600322,8,ITEM-00242,PK,101,98,94,2025-11-05,2025-08-12,2025-08-31,94,0,9TWRVZ,Contoso Supply,REJECTED,2025-07-03,67.0,Procurement,,PO PO-0000119 for 98 ITEM-00242s from Contoso Supply to WH 101. Status: REJECTED. ETA: 2025-08-12. Delay: 67 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000088,600323,7,ITEM-00002,PK,101,198,199,2025-11-06,2025-09-06,2025-08-28,198,1,L6Q019,Acme Parts,APPROVED,2025-10-16,0.0,Procurement,,PO PO-0000088 for 198 ITEM-00002s from Acme Parts to WH 101. Status: APPROVED. ETA: 2025-09-06. Delay: no delay.,
PO-0000031,600324,1,ITEM-00283,EA,102,124,128,2025-08-18,2025-04-25,2025-10-12,124,4,2K37OW,Contoso Supply,APPROVED,2025-10-03,170.0,Procurement,,PO PO-0000031 for 124 ITEM-00283s from Contoso Supply to WH 102. Status: APPROVED. ETA: 2025-04-25. Delay: 170 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000227,600325,3,ITEM-00109,PK,102,169,164,2025-10-26,2025-06-30,2025-09-21,164,0,J18ITE,Acme Parts,REQUIRES REAPPROVAL,2025-09-10,110.0,Procurement,,PO PO-0000227 for 169 ITEM-00109s from Acme Parts to WH 102. Status: REQUIRES REAPPROVAL. ETA: 2025-06-30. Delay: 110 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000246,600326,9,ITEM-00207,CT,103,172,173,2025-10-18,2025-07-25,2025-10-08,172,1,68I789,Stark Logistics,REJECTED,2025-07-25,75.0,Procurement,,PO PO-0000246 for 172 ITEM-00207s from Stark Logistics to WH 103. Status: REJECTED. ETA: 2025-07-25. Delay: 75 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000238,600327,4,ITEM-00262,PK,201,2,6,2025-08-19,2025-08-16,2025-08-22,2,4,ACB8YL,Stark Logistics,REQUIRES REAPPROVAL,2025-07-22,6.0,Procurement,,PO PO-0000238 for 2 ITEM-00262s from Stark Logistics to WH 201. Status: REQUIRES REAPPROVAL. ETA: 2025-08-16. Delay: 6 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000253,600328,3,ITEM-00013,EA,102,50,46,2025-09-12,2025-04-25,2025-09-22,46,0,JM10CR,Initech,REQUIRES REAPPROVAL,2025-09-03,176.0,Procurement,,PO PO-0000253 for 50 ITEM-00013s from Initech to WH 102. Status: REQUIRES REAPPROVAL. ETA: 2025-04-25. Delay: 176 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000037,600329,3,ITEM-00206,CT,201,98,96,2025-09-26,2025-10-17,2025-08-22,96,0,SYF71A,Initech,IN PROCESS,2025-09-28,1.0,Procurement,,PO PO-0000037 for 98 ITEM-00206s from Initech to WH 201. Status: IN PROCESS. ETA: 2025-10-17. Delay: 1 day.,
PO-0000067,600330,3,ITEM-00265,BX,201,18,14,2025-07-13,2025-06-11,2025-10-01,14,0,NJ5HFI,Wayne Industrial,REQUIRES REAPPROVAL,2025-08-06,129.0,Procurement,,PO PO-0000067 for 18 ITEM-00265s from Wayne Industrial to WH 201. Status: REQUIRES REAPPROVAL. ETA: 2025-06-11. Delay: 129 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000122,600331,5,ITEM-00061,PK,201,43,39,2025-07-25,2025-06-15,2025-09-18,39,0,OFKWW9,Initech,IN PROCESS,2025-08-17,125.0,Procurement,,PO PO-0000122 for 43 ITEM-00061s from Initech to WH 201. Status: IN PROCESS. ETA: 2025-06-15. Delay: 125 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000243,600332,3,ITEM-00139,PK,201,34,35,2025-10-12,2025-09-24,2025-09-02,34,1,KJY9JV,Contoso Supply,REJECTED,2025-08-26,0.0,Procurement,,PO PO-0000243 for 34 ITEM-00139s from Contoso Supply to WH 201. Status: REJECTED. ETA: 2025-09-24. Delay: no delay.,
PO-0000258,600333,9,ITEM-00136,PK,301,56,57,2025-08-31,2025-09-03,2025-10-14,56,1,0WQIX0,Contoso Supply,IN PROCESS,2025-06-25,41.0,Procurement,,PO PO-0000258 for 56 ITEM-00136s from Contoso Supply to WH 301. Status: IN PROCESS. ETA: 2025-09-03. Delay: 41 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000064,600334,3,ITEM-00223,PK,101,53,52,2025-08-17,2025-06-29,2025-09-19,52,0,NIJBGW,Initech,APPROVED,2025-07-10,111.0,Procurement,,PO PO-0000064 for 53 ITEM-00223s from Initech to WH 101. Status: APPROVED. ETA: 2025-06-29. Delay: 111 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000092,600335,1,ITEM-00083,PK,301,76,78,2025-09-29,2025-08-26,2025-08-20,76,2,9BZXZT,Stark Logistics,REJECTED,2025-08-12,0.0,Procurement,,PO PO-0000092 for 76 ITEM-00083s from Stark Logistics to WH 301. Status: REJECTED. ETA: 2025-08-26. Delay: no delay.,
PO-0000108,600336,6,ITEM-00257,CT,102,155,151,2025-10-03,2025-05-02,2025-08-22,151,0,JK15C3,Acme Parts,REJECTED,2025-09-28,169.0,Procurement,,PO PO-0000108 for 155 ITEM-00257s from Acme Parts to WH 102. Status: REJECTED. ETA: 2025-05-02. Delay: 169 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000188,600337,2,ITEM-00217,BX,103,96,100,2025-10-23,2025-09-28,2025-08-22,96,4,HFX80Y,Initech,APPROVED,2025-10-12,0.0,Procurement,,PO PO-0000188 for 96 ITEM-00217s from Initech to WH 103. Status: APPROVED. ETA: 2025-09-28. Delay: no delay.,
PO-0000028,600338,5,ITEM-00171,PK,102,167,165,2025-10-10,2025-06-17,2025-08-23,165,0,K6TSFC,Contoso Supply,REJECTED,2025-06-24,123.0,Procurement,,PO PO-0000028 for 167 ITEM-00171s from Contoso Supply to WH 102. Status: REJECTED. ETA: 2025-06-17. Delay: 123 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000257,600339,7,ITEM-00174,BX,201,147,142,2025-09-30,2025-10-14,2025-09-13,142,0,DGRQZQ,Stark Logistics,REJECTED,2025-07-16,4.0,Procurement,,PO PO-0000257 for 147 ITEM-00174s from Stark Logistics to WH 201. Status: REJECTED. ETA: 2025-10-14. Delay: 4 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000174,600340,8,ITEM-00165,EA,201,178,182,2025-07-30,2025-05-20,2025-10-10,178,4,7NDRVB,Acme Parts,APPROVED,2025-10-14,143.0,Procurement,,PO PO-0000174 for 178 ITEM-00165s from Acme Parts to WH 201. Status: APPROVED. ETA: 2025-05-20. Delay: 143 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000157,600341,1,ITEM-00144,BX,101,198,195,2025-08-15,2025-05-27,2025-09-19,195,0,GRHTDD,Stark Logistics,IN PROCESS,2025-08-26,144.0,Procurement,,PO PO-0000157 for 198 ITEM-00144s from Stark Logistics to WH 101. Status: IN PROCESS. ETA: 2025-05-27. Delay: 144 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000184,600342,7,ITEM-00210,BX,201,142,140,2025-08-27,2025-05-20,2025-08-29,140,0,KL1NOA,Initech,REJECTED,2025-07-29,151.0,Procurement,,PO PO-0000184 for 142 ITEM-00210s from Initech to WH 201. Status: REJECTED. ETA: 2025-05-20. Delay: 151 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000200,600343,2,ITEM-00128,CT,103,5,8,2025-09-06,2025-10-06,2025-10-01,5,3,PD57B9,Initech,REQUIRES REAPPROVAL,2025-09-05,0.0,Procurement,,PO PO-0000200 for 5 ITEM-00128s from Initech to WH 103. Status: REQUIRES REAPPROVAL. ETA: 2025-10-06. Delay: no delay.,
PO-0000251,600344,7,ITEM-00106,EA,103,172,170,2025-08-08,2025-08-20,2025-09-02,170,0,VS5ASU,Wayne Industrial,REJECTED,2025-08-28,59.0,Procurement,,PO PO-0000251 for 172 ITEM-00106s from Wayne Industrial to WH 103. Status: REJECTED. ETA: 2025-08-20. Delay: 59 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000237,600345,5,ITEM-00254,BX,102,153,149,2025-10-26,2025-07-02,2025-09-06,149,0,VQLVJJ,Contoso Supply,REJECTED,2025-10-16,108.0,Procurement,,PO PO-0000237 for 153 ITEM-00254s from Contoso Supply to WH 102. Status: REJECTED. ETA: 2025-07-02. Delay: 108 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000239,600346,4,ITEM-00161,CT,102,104,105,2025-08-14,2025-08-16,2025-10-16,104,1,OM9DFK,Globex Ltd,APPROVED,2025-06-27,61.0,Procurement,,PO PO-0000239 for 104 ITEM-00161s from Globex Ltd to WH 102. Status: APPROVED. ETA: 2025-08-16. Delay: 61 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000154,600347,7,ITEM-00220,PK,102,153,153,2025-10-28,2025-09-05,2025-08-31,153,0,057NRF,Globex Ltd,APPROVED,2025-10-16,0.0,Procurement,,PO PO-0000154 for 153 ITEM-00220s from Globex Ltd to WH 102. Status: APPROVED. ETA: 2025-09-05. Delay: no delay.,
PO-0000180,600348,8,ITEM-00204,CT,103,102,98,2025-07-30,2025-06-18,2025-08-31,98,0,5LAIPY,Umbrella,REJECTED,2025-09-23,122.0,Procurement,,PO PO-0000180 for 102 ITEM-00204s from Umbrella to WH 103. Status: REJECTED. ETA: 2025-06-18. Delay: 122 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000214,600349,6,ITEM-00071,BX,102,104,107,2025-09-02,2025-08-09,2025-09-01,104,3,IDDOKG,Stark Logistics,APPROVED,2025-07-23,23.0,Procurement,,PO PO-0000214 for 104 ITEM-00071s from Stark Logistics to WH 102. Status: APPROVED. ETA: 2025-08-09. Delay: 23 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000196,600350,4,ITEM-00184,BX,103,77,78,2025-10-29,2025-09-08,2025-09-19,77,1,2L6BWZ,Wayne Industrial,REJECTED,2025-07-14,11.0,Procurement,,PO PO-0000196 for 77 ITEM-00184s from Wayne Industrial to WH 103. Status: REJECTED. ETA: 2025-09-08. Delay: 11 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000149,600351,2,ITEM-00070,EA,103,87,89,2025-07-15,2025-10-15,2025-09-27,87,2,FIJMNK,Contoso Supply,IN PROCESS,2025-06-27,0.0,Procurement,,PO PO-0000149 for 87 ITEM-00070s from Contoso Supply to WH 103. Status: IN PROCESS. ETA: 2025-10-15. Delay: no delay.,
PO-0000096,600352,7,ITEM-00180,EA,103,49,45,2025-10-20,2025-09-29,2025-09-03,45,0,Q5ZQJB,Wayne Industrial,IN PROCESS,2025-09-13,19.0,Procurement,,PO PO-0000096 for 49 ITEM-00180s from Wayne Industrial to WH 103. Status: IN PROCESS. ETA: 2025-09-29. Delay: 19 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000256,600353,1,ITEM-00039,BX,101,186,183,2025-08-11,2025-10-12,2025-09-20,183,0,OV4Z7L,Initech,REJECTED,2025-09-29,6.0,Procurement,,PO PO-0000256 for 186 ITEM-00039s from Initech to WH 101. Status: REJECTED. ETA: 2025-10-12. Delay: 6 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000104,600354,3,ITEM-00192,BX,201,87,83,2025-08-03,2025-07-28,2025-08-29,83,0,8TSF53,Globex Ltd,REJECTED,2025-07-13,82.0,Procurement,,PO PO-0000104 for 87 ITEM-00192s from Globex Ltd to WH 201. Status: REJECTED. ETA: 2025-07-28. Delay: 82 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000015,600355,8,ITEM-00220,PK,103,31,35,2025-07-18,2025-06-12,2025-09-15,31,4,9IABOK,Wayne Industrial,APPROVED,2025-08-31,95.0,Procurement,,PO PO-0000015 for 31 ITEM-00220s from Wayne Industrial to WH 103. Status: APPROVED. ETA: 2025-06-12. Delay: 95 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000170,600356,3,ITEM-00101,EA,102,74,75,2025-07-30,2025-09-05,2025-08-28,74,1,PHUEPE,Contoso Supply,REQUIRES REAPPROVAL,2025-09-05,0.0,Procurement,,PO PO-0000170 for 74 ITEM-00101s from Contoso Supply to WH 102. Status: REQUIRES REAPPROVAL. ETA: 2025-09-05. Delay: no delay.,
PO-0000133,600357,7,ITEM-00272,BX,201,24,24,2025-07-24,2025-09-25,2025-08-25,24,0,RA1E77,Stark Logistics,REJECTED,2025-09-02,0.0,Procurement,,PO PO-0000133 for 24 ITEM-00272s from Stark Logistics to WH 201. Status: REJECTED. ETA: 2025-09-25. Delay: no delay.,
PO-0000209,600358,2,ITEM-00013,PK,103,197,196,2025-07-12,2025-10-17,2025-09-18,196,0,FTYU0F,Globex Ltd,REQUIRES REAPPROVAL,2025-09-02,1.0,Procurement,,PO PO-0000209 for 197 ITEM-00013s from Globex Ltd to WH 103. Status: REQUIRES REAPPROVAL. ETA: 2025-10-17. Delay: 1 day.,
PO-0000109,600359,8,ITEM-00258,PK,103,134,137,2025-09-14,2025-07-07,2025-09-10,134,3,53PBP9,Wayne Industrial,IN PROCESS,2025-07-25,65.0,Procurement,,PO PO-0000109 for 134 ITEM-00258s from Wayne Industrial to WH 103. Status: IN PROCESS. ETA: 2025-07-07. Delay: 65 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000127,600360,7,ITEM-00173,PK,102,160,160,2025-10-05,2025-07-12,2025-10-15,160,0,THDLRE,Initech,IN PROCESS,2025-09-20,95.0,Procurement,,PO PO-0000127 for 160 ITEM-00173s from Initech to WH 102. Status: IN PROCESS. ETA: 2025-07-12. Delay: 95 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000053,600361,1,ITEM-00039,EA,103,138,135,2025-08-22,2025-06-13,2025-10-04,135,0,WVS2YC,Umbrella,REQUIRES REAPPROVAL,2025-07-30,127.0,Procurement,,PO PO-0000053 for 138 ITEM-00039s from Umbrella to WH 103. Status: REQUIRES REAPPROVAL. ETA: 2025-06-13. Delay: 127 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000017,600362,2,ITEM-00061,PK,102,59,55,2025-09-23,2025-10-05,2025-09-29,55,0,PBLXBQ,Acme Parts,APPROVED,2025-09-29,13.0,Procurement,,PO PO-0000017 for 59 ITEM-00061s from Acme Parts to WH 102. Status: APPROVED. ETA: 2025-10-05. Delay: 13 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000207,600363,1,ITEM-00177,BX,102,10,12,2025-08-27,2025-05-08,2025-10-17,10,2,8FS6VJ,Globex Ltd,IN PROCESS,2025-09-18,162.0,Procurement,,PO PO-0000207 for 10 ITEM-00177s from Globex Ltd to WH 102. Status: IN PROCESS. ETA: 2025-05-08. Delay: 162 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000060,600364,9,ITEM-00121,BX,201,159,158,2025-09-22,2025-07-03,2025-09-09,158,0,TXDZB0,Stark Logistics,IN PROCESS,2025-10-12,107.0,Procurement,,PO PO-0000060 for 159 ITEM-00121s from Stark Logistics to WH 201. Status: IN PROCESS. ETA: 2025-07-03. Delay: 107 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000053,600365,6,ITEM-00010,EA,103,138,137,2025-10-18,2025-10-18,2025-08-23,137,0,WVS2YC,Umbrella,REQUIRES REAPPROVAL,2025-07-30,0.0,Procurement,,PO PO-0000053 for 138 ITEM-00010s from Umbrella to WH 103. Status: REQUIRES REAPPROVAL. ETA: 2025-10-18. Delay: no delay.,
PO-0000005,600366,6,ITEM-00121,CT,102,141,141,2025-07-02,2025-07-18,2025-09-05,141,0,STQ749,Globex Ltd,REQUIRES REAPPROVAL,2025-07-11,49.0,Procurement,,PO PO-0000005 for 141 ITEM-00121s from Globex Ltd to WH 102. Status: REQUIRES REAPPROVAL. ETA: 2025-07-18. Delay: 49 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000217,600367,4,ITEM-00230,EA,101,36,38,2025-07-23,2025-07-10,2025-09-23,36,2,1ZRG2C,Contoso Supply,REJECTED,2025-09-01,75.0,Procurement,,PO PO-0000217 for 36 ITEM-00230s from Contoso Supply to WH 101. Status: REJECTED. ETA: 2025-07-10. Delay: 75 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000103,600368,3,ITEM-00161,EA,201,84,87,2025-10-09,2025-04-27,2025-09-30,84,3,UV8FTU,Globex Ltd,REJECTED,2025-09-24,156.0,Procurement,,PO PO-0000103 for 84 ITEM-00161s from Globex Ltd to WH 201. Status: REJECTED. ETA: 2025-04-27. Delay: 156 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000058,600369,1,ITEM-00156,BX,301,110,108,2025-09-23,2025-06-22,2025-08-27,108,0,CVGT0R,Contoso Supply,APPROVED,2025-08-01,118.0,Procurement,,PO PO-0000058 for 110 ITEM-00156s from Contoso Supply to WH 301. Status: APPROVED. ETA: 2025-06-22. Delay: 118 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000164,600370,9,ITEM-00182,PK,101,67,67,2025-07-06,2025-08-11,2025-09-12,67,0,BAREKV,Initech,REJECTED,2025-09-09,32.0,Procurement,,PO PO-0000164 for 67 ITEM-00182s from Initech to WH 101. Status: REJECTED. ETA: 2025-08-11. Delay: 32 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000031,600371,5,ITEM-00045,EA,101,168,167,2025-09-20,2025-06-12,2025-08-25,167,0,2K37OW,Contoso Supply,APPROVED,2025-10-03,128.0,Procurement,,PO PO-0000031 for 168 ITEM-00045s from Contoso Supply to WH 101. Status: APPROVED. ETA: 2025-06-12. Delay: 128 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000055,600372,5,ITEM-00064,EA,103,41,36,2025-10-01,2025-10-04,2025-08-23,36,0,XTAP19,Initech,REJECTED,2025-09-18,14.0,Procurement,,PO PO-0000055 for 41 ITEM-00064s from Initech to WH 103. Status: REJECTED. ETA: 2025-10-04. Delay: 14 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000012,600373,1,ITEM-00266,PK,101,172,169,2025-10-30,2025-08-08,2025-09-29,169,0,JBH53Z,Initech,REJECTED,2025-07-24,71.0,Procurement,,PO PO-0000012 for 172 ITEM-00266s from Initech to WH 101. Status: REJECTED. ETA: 2025-08-08. Delay: 71 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000158,600374,6,ITEM-00223,CT,201,88,86,2025-07-18,2025-09-05,2025-09-06,86,0,IXNFOB,Acme Parts,IN PROCESS,2025-06-25,43.0,Procurement,,PO PO-0000158 for 88 ITEM-00223s from Acme Parts to WH 201. Status: IN PROCESS. ETA: 2025-09-05. Delay: 43 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000261,600375,3,ITEM-00221,PK,103,149,151,2025-09-05,2025-09-02,2025-09-19,149,2,AOEXTS,Umbrella,APPROVED,2025-10-14,17.0,Procurement,,PO PO-0000261 for 149 ITEM-00221s from Umbrella to WH 103. Status: APPROVED. ETA: 2025-09-02. Delay: 17 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000214,600376,4,ITEM-00122,BX,101,151,150,2025-08-21,2025-05-30,2025-10-01,150,0,IDDOKG,Stark Logistics,APPROVED,2025-07-23,141.0,Procurement,,PO PO-0000214 for 151 ITEM-00122s from Stark Logistics to WH 101. Status: APPROVED. ETA: 2025-05-30. Delay: 141 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000052,600377,6,ITEM-00145,EA,103,75,71,2025-10-02,2025-05-16,2025-10-07,71,0,4U60SV,Wayne Industrial,APPROVED,2025-08-30,155.0,Procurement,,PO PO-0000052 for 75 ITEM-00145s from Wayne Industrial to WH 103. Status: APPROVED. ETA: 2025-05-16. Delay: 155 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000272,600378,7,ITEM-00118,CT,102,165,161,2025-10-02,2025-05-02,2025-08-23,161,0,RZF82A,Wayne Industrial,APPROVED,2025-10-03,169.0,Procurement,,PO PO-0000272 for 165 ITEM-00118s from Wayne Industrial to WH 102. Status: APPROVED. ETA: 2025-05-02. Delay: 169 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000013,600379,4,ITEM-00051,BX,301,196,191,2025-07-18,2025-09-30,2025-10-14,191,0,E8MJR6,Stark Logistics,REQUIRES REAPPROVAL,2025-10-15,18.0,Procurement,,PO PO-0000013 for 196 ITEM-00051s from Stark Logistics to WH 301. Status: REQUIRES REAPPROVAL. ETA: 2025-09-30. Delay: 18 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000145,600380,3,ITEM-00219,BX,201,19,19,2025-10-15,2025-07-24,2025-10-13,19,0,226CXX,Wayne Industrial,IN PROCESS,2025-07-08,81.0,Procurement,,PO PO-0000145 for 19 ITEM-00219s from Wayne Industrial to WH 201. Status: IN PROCESS. ETA: 2025-07-24. Delay: 81 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000158,600381,7,ITEM-00084,PK,201,148,147,2025-09-28,2025-08-14,2025-09-26,147,0,IXNFOB,Acme Parts,IN PROCESS,2025-06-25,65.0,Procurement,,PO PO-0000158 for 148 ITEM-00084s from Acme Parts to WH 201. Status: IN PROCESS. ETA: 2025-08-14. Delay: 65 days. SLA: SLA_BREACH.,SLA_BREACH
